X                                                                                ->    Y                                                                               	Std Lift            	Lift                	Confidence          	Interest            
Non-small cell lung cancer (disorder)                                            ->    Suspected lung cancer (situation)                                               	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
Appendicitis                                                                     ->    Rupture of appendix                                                             	1.0                 	135.1795561159216   	0.2985741568242078  	0.2963654341045669  
Rupture of appendix                                                              ->    History of appendectomy                                                         	1.0                 	135.1795561159216   	1.0                 	0.9926024316935731  
Non-small cell carcinoma of lung  TNM stage 1 (disorder)                         ->    Non-small cell lung cancer (disorder)                                           	1.0                 	571.7699788251902   	1.0                 	0.9982510449358417  
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Hypertriglyceridemia (disorder)                                                 	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
Pathological fracture due to osteoporosis (disorder)                             ->    Osteoporosis (disorder)                                                         	1.0                 	131.835572593624    	1.0                 	0.9924147938198559  
Non-small cell carcinoma of lung  TNM stage 1 (disorder)                         ->    Suspected lung cancer (situation)                                               	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Diabetes                                                                        	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
Overlapping malignant neoplasm of colon                                          ->    Polyp of colon                                                                  	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
Microalbuminuria due to type 2 diabetes mellitus (disorder)                      ->    Diabetes                                                                        	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
Body mass index 40+ - severely obese (finding)                                   ->    Body mass index 30+ - obesity (finding)                                         	1.0                 	19.943372897444245  	1.0                 	0.9498580302769072  
Body mass index 30+ - obesity (finding)                                          ->    Body mass index 40+ - severely obese (finding)                                  	1.0                 	19.943372897444245  	0.013102933251633763	0.012445926369246636
Microalbuminuria due to type 2 diabetes mellitus (disorder)                      ->    Diabetic renal disease (disorder)                                               	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
Diabetes                                                                         ->    Chronic kidney disease stage 2 (disorder)                                       	1.0                 	94.30883760639537   	0.060978449279486716	0.06033186672341721 
Bleeding from anus                                                               ->    Protracted diarrhea                                                             	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Diabetes                                                                        	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
Metastasis from malignant tumor of prostate (disorder)                           ->    Neoplasm of prostate                                                            	1.0                 	251.80075291842232  	1.0                 	0.9960286059973619  
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
Chronic kidney disease stage 2 (disorder)                                        ->    Diabetes                                                                        	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)        	1.0                 	356.4058955807587   	0.20976730543605787 	0.20917874248567725 
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)        	1.0                 	622.8653566851773   	0.3665954720205041  	0.36600690907012345 
Chronic kidney disease stage 2 (disorder)                                        ->    Diabetic renal disease (disorder)                                               	1.0                 	210.65731457135425  	1.0                 	0.9952529538220175  
Chronic kidney disease stage 2 (disorder)                                        ->    Microalbuminuria due to type 2 diabetes mellitus (disorder)                     	1.0                 	1499.8228759514502  	1.0                 	0.9993332546022372  
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Hypertriglyceridemia (disorder)                                                 	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	1.0                 	622.8653566851773   	1.0                 	0.9983945165848974  
Protracted diarrhea                                                              ->    Bleeding from anus                                                              	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
Polyp of colon                                                                   ->    Primary malignant neoplasm of colon                                             	1.0                 	85.18395317045814   	0.03924661455594892 	0.03878588676514759 
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Metabolic syndrome X (disorder)                                                 	1.0                 	97.99904563478728   	1.0                 	0.9897958189947411  
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	1.0                 	622.8653566851773   	1.0                 	0.9983945165848974  
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)  	1.0                 	622.8653566851773   	0.25929090132422045 	0.25887461408245743 
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	1.0                 	356.4058955807587   	1.0                 	0.9971942102742983  
Primary malignant neoplasm of colon                                              ->    Polyp of colon                                                                  	1.0                 	85.18395317045814   	1.0                 	0.9882606997822825  
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Diabetes                                                                        	1.0                 	94.30883760639537   	1.0                 	0.9893965398643384  
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Hypertriglyceridemia (disorder)                                                 	1.0                 	95.93955942730813   	1.0                 	0.9895767709798826  
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)  	1.0                 	356.4058955807587   	0.14836722721939774 	0.1479509399776347  
Metabolic syndrome X (disorder)                                                  ->    Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)  	1.0                 	97.99904563478728   	0.040795752402715234	0.0403794651609522  
Cholelithiasis                                                                   ->    Acute Cholecystitis                                                             	1.0                 	2732.623313343328   	1.0                 	0.9996340512813761  
Acute Cholecystitis                                                              ->    Cholelithiasis                                                                  	1.0                 	2732.623313343328   	1.0                 	0.9996340512813761  
Small cell carcinoma of lung (disorder)                                          ->    Suspected lung cancer (situation)                                               	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)            ->    Suspected lung cancer (situation)                                               	1.0                 	485.4923753079843   	1.0                 	0.9979402354169504  
Suspected lung cancer (situation)                                                ->    Small cell carcinoma of lung (disorder)                                         	1.0                 	485.4923753079843   	0.1498301924485583  	0.14952157752468126 
Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)            ->    Small cell carcinoma of lung (disorder)                                         	1.0                 	3240.284            	1.0                 	0.999691385076123   
Bleeding from anus                                                               ->    Secondary malignant neoplasm of colon                                           	1.0                 	1648.7198100407056  	0.4633649932157395  	0.4630839478917288  
Secondary malignant neoplasm of colon                                            ->    Protracted diarrhea                                                             	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
Secondary malignant neoplasm of colon                                            ->    Bleeding from anus                                                              	1.0                 	1648.7198100407056  	1.0                 	0.9993934688029403  
Protracted diarrhea                                                              ->    Secondary malignant neoplasm of colon                                           	1.0                 	1648.7198100407056  	0.4633649932157395  	0.4630839478917288  
Diabetes                                                                         ->    Chronic kidney disease stage 1 (disorder)                                       	0.9999999999999999  	94.30883760639536   	0.4180917393216568  	0.41365852023071015 
Diabetes                                                                         ->    Diabetic renal disease (disorder)                                               	0.9999999999999999  	94.30883760639536   	0.4476884071094094  	0.4429413609314269  
Diabetes                                                                         ->    Hyperglycemia (disorder)                                                        	0.9999999999999999  	94.30883760639536   	0.4556696763511241  	0.4508380011029051  
Diabetes                                                                         ->    Neuropathy due to type 2 diabetes mellitus (disorder)                           	0.9999999999999999  	94.30883760639536   	0.3464026078182806  	0.3427295415753902  
Diabetes                                                                         ->    Microalbuminuria due to type 2 diabetes mellitus (disorder)                     	0.9999999999999999  	94.30883760639536   	0.06287998344242361 	0.06221323804466081 
Diabetes                                                                         ->    Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)        	0.9999999999999999  	94.30883760639536   	0.055506687708586654	0.05491812475820604 
Diabetes                                                                         ->    Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)  	0.9999999999999999  	94.30883760639536   	0.039259565881044164	0.03884327863928113 
Small cell carcinoma of lung (disorder)                                          ->    Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)           	0.9999999999999999  	3240.2839999999997  	0.9995555555555555  	0.9992470777938669  
Suspected lung cancer (situation)                                                ->    Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)           	0.9999999999999999  	485.4923753079842   	0.14976360125191449 	0.14945512349022583 
Polyp of colon                                                                   ->    Recurrent rectal polyp                                                          	0.9999999999999998  	85.18395317045812   	0.3026511035554465  	0.2990981913895856  
Osteoporosis (disorder)                                                          ->    Pathological fracture due to osteoporosis (disorder)                            	0.9999999999999998  	131.83557259362397  	0.3122547512703206  	0.30988623460120557 
Polyp of colon                                                                   ->    Overlapping malignant neoplasm of colon                                         	0.9999999999999998  	85.18395317045812   	0.09525979412761283 	0.09414151080567082 
Microalbuminuria due to type 2 diabetes mellitus (disorder)                      ->    Hypertriglyceridemia (disorder)                                                 	0.9997942686396885  	95.91982283824676   	0.9997942810121374  	0.98937105199202    
Hypertriglyceridemia (disorder)                                                  ->    Microalbuminuria due to type 2 diabetes mellitus (disorder)                     	0.9997942686396885  	95.91982283824676   	0.06395410043162437 	0.06328735503386157 
Chronic kidney disease stage 2 (disorder)                                        ->    Hypertriglyceridemia (disorder)                                                 	0.9997878527751262  	95.91920737821452   	0.9997878659312686  	0.9893646369111511  
Hypertriglyceridemia (disorder)                                                  ->    Chronic kidney disease stage 2 (disorder)                                       	0.9997878527751262  	95.91920737821452   	0.062019686282766606	0.061373103726697104
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Metabolic syndrome X (disorder)                                                 	0.9997669382120451  	97.97620735801385   	0.9997669540899558  	0.9895627730846969  
Metabolic syndrome X (disorder)                                                  ->    Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)        	0.9997669382120451  	97.97620735801385   	0.05766516566973587 	0.05707660271935525 
Diabetic renal disease (disorder)                                                ->    Hypertriglyceridemia (disorder)                                                 	0.9994510052156844  	95.88688955446815   	0.9994510098529285  	0.989027780832811   
Hypertriglyceridemia (disorder)                                                  ->    Diabetic renal disease (disorder)                                               	0.9994510052156844  	95.88688955446815   	0.45517949257816614 	0.45043244640018365 
Chronic kidney disease stage 1 (disorder)                                        ->    Hypertriglyceridemia (disorder)                                                 	0.999443081500982   	95.88612939514046   	0.999443086538164   	0.9890198575180467  
Hypertriglyceridemia (disorder)                                                  ->    Chronic kidney disease stage 1 (disorder)                                       	0.999443081500982   	95.88612939514046   	0.4250842193915149  	0.4206510003005683  
Metabolic syndrome X (disorder)                                                  ->    Chronic kidney disease stage 2 (disorder)                                       	0.9991514111005041  	97.91588988965808   	0.06331070636467505 	0.06266412380860555 
Chronic kidney disease stage 2 (disorder)                                        ->    Metabolic syndrome X (disorder)                                                 	0.9991514111005039  	97.91588988965806   	0.9991514637250742  	0.9889472827198154  
Microalbuminuria due to type 2 diabetes mellitus (disorder)                      ->    Metabolic syndrome X (disorder)                                                 	0.9989713431984423  	97.89824431238985   	0.9989714050606872  	0.9887672240554283  
Metabolic syndrome X (disorder)                                                  ->    Microalbuminuria due to type 2 diabetes mellitus (disorder)                     	0.998971343198442   	97.89824431238983   	0.06527320384434437 	0.06460645844658157 
Metabolic syndrome X (disorder)                                                  ->    Diabetic renal disease (disorder)                                               	0.998641960270377   	97.86596016150476   	0.4645742321392567  	0.4598271859612742  
Diabetic renal disease (disorder)                                                ->    Metabolic syndrome X (disorder)                                                 	0.998641960270377   	97.86596016150476   	0.9986419717414545  	0.9884377907361956  
Chronic kidney disease stage 1 (disorder)                                        ->    Metabolic syndrome X (disorder)                                                 	0.9986386436690672  	97.86563522026019   	0.9986386559821788  	0.9884344749769199  
Metabolic syndrome X (disorder)                                                  ->    Chronic kidney disease stage 1 (disorder)                                       	0.9986386436690671  	97.86563522026017   	0.4338598024060757  	0.42942658331512906 
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Metabolic syndrome X (disorder)                                                 	0.9981204143982374  	97.8148526400017    	0.9981204613413072  	0.9879162803360483  
Metabolic syndrome X (disorder)                                                  ->    Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	0.9981204143982373  	97.81485264000169   	0.15704012366422473 	0.15543464024912215 
Hypertriglyceridemia (disorder)                                                  ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	0.997897897217531   	95.73788749460506   	0.2686203810927466  	0.26581459136704494 
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Hypertriglyceridemia (disorder)                                                 	0.9978978972175309  	95.73788749460505   	0.997897927258506   	0.9874746982383886  
Hypertriglyceridemia (disorder)                                                  ->    Neuropathy due to type 2 diabetes mellitus (disorder)                           	0.9978714432110379  	95.73534885606364   	0.35164227813454046 	0.3479692118916501  
Neuropathy due to type 2 diabetes mellitus (disorder)                            ->    Hypertriglyceridemia (disorder)                                                 	0.9978714432110377  	95.73534885606362   	0.9978714664475895  	0.987448237427472   
Metabolic syndrome X (disorder)                                                  ->    Diabetes                                                                        	0.9973788458061016  	94.0616405725457    	0.9973788561059211  	0.9867753959702595  
Diabetes                                                                         ->    Metabolic syndrome X (disorder)                                                 	0.9973788458061015  	94.06164057254568   	0.9598220060538639  	0.949617825048605   
Metabolic syndrome X (disorder)                                                  ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	0.9944269833208959  	97.45290312391685   	0.27343235432488744 	0.27062656459918577 
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Metabolic syndrome X (disorder)                                                 	0.9944269833208957  	97.45290312391684   	0.9944270629644114  	0.9842228819591525  
Metabolic syndrome X (disorder)                                                  ->    Neuropathy due to type 2 diabetes mellitus (disorder)                           	0.9937263589377955  	97.3842415096652    	0.3576987700786343  	0.35402570383574394 
Neuropathy due to type 2 diabetes mellitus (disorder)                            ->    Metabolic syndrome X (disorder)                                                 	0.9937263589377955  	97.3842415096652    	0.9937264274244744  	0.9835222464192155  
Diabetes                                                                         ->    Hypertriglyceridemia (disorder)                                                 	0.9910121772363532  	93.46120974971087   	0.9741675937184695  	0.9637443646983521  
Hypertriglyceridemia (disorder)                                                  ->    Diabetes                                                                        	0.9910121772363532  	93.46120974971087   	0.9910122118117697  	0.9804087516761081  
Myocardial Infarction                                                            ->    Coronary Heart Disease                                                          	0.9625076621140524  	102.41690584833985  	0.9625081063553826  	0.953110164693479   
History of myocardial infarction (situation)                                     ->    Coronary Heart Disease                                                          	0.9625076621140524  	102.41690584833985  	0.9625081063553826  	0.953110164693479   
Coronary Heart Disease                                                           ->    History of myocardial infarction (situation)                                    	0.9625076621140523  	102.41690584833984  	0.34658551892231126 	0.3432014534103582  
Coronary Heart Disease                                                           ->    Myocardial Infarction                                                           	0.9625076621140523  	102.41690584833984  	0.34658551892231126 	0.3432014534103582  
Prediabetes                                                                      ->    Hyperglycemia (disorder)                                                        	0.935416485549854   	19.247810051350932  	0.09299916740753285 	0.08816749215931387 
Hyperglycemia (disorder)                                                         ->    Prediabetes                                                                     	0.935416485549854   	19.247810051350932  	0.9354170215181968  	0.886818400738866   
Recurrent rectal polyp                                                           ->    Malignant tumor of colon                                                        	0.8388602972167561  	236.10659796827704  	0.2673049453731228  	0.2661728086701534  
Malignant tumor of colon                                                         ->    Recurrent rectal polyp                                                          	0.8388602972167561  	236.10659796827704  	0.8388660043615217  	0.8353130921956607  
Malignant tumor of colon                                                         ->    Polyp of colon                                                                  	0.838860297216756   	71.45792243182119   	0.8388660043615217  	0.8271267041438042  
Polyp of colon                                                                   ->    Malignant tumor of colon                                                        	0.8388602972167559  	71.45792243182117   	0.08090013670300396 	0.07976800000003458 
Anemia (disorder)                                                                ->    Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	0.8300683744588195  	17.02936586324523   	0.027340364463154104	0.025734881048051533
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder) ->    Anemia (disorder)                                                               	0.8300683744588194  	17.029365863245225  	0.8300726185390859  	0.781329017326627   
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Anemia (disorder)                                                               	0.8287519523955932  	17.00232192682767   	0.8287543996871334  	0.7800107984746745  
Anemia (disorder)                                                                ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	0.8287519523955932  	17.00232192682767   	0.047704940175365536	0.044899150449663854
Neuropathy due to type 2 diabetes mellitus (disorder)                            ->    Anemia (disorder)                                                               	0.8268400380628403  	16.96308659618223   	0.8268419283767131  	0.7780983271642542  
Anemia (disorder)                                                                ->    Neuropathy due to type 2 diabetes mellitus (disorder)                           	0.8268400380628403  	16.96308659618223   	0.062306540751663045	0.058633474508772675
Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)   ->    Anemia (disorder)                                                               	0.8253538533182886  	16.932903087227842  	0.8253706754530478  	0.7766270742405889  
Anemia (disorder)                                                                ->    Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)  	0.8253538533182884  	16.93290308722784   	0.007048951521222831	0.006632664279459797
Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)         ->    Anemia (disorder)                                                               	0.8196101761228638  	16.814975611942117  	0.8196224656257283  	0.7708788644132694  
Anemia (disorder)                                                                ->    Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)        	0.8196101761228638  	16.814975611942117  	0.009896671656742793	0.009308108706362174
Anemia (disorder)                                                                ->    Prediabetes                                                                     	0.8161549645249677  	16.743841158817425  	0.81372758686672    	0.7651289660873891  
Prediabetes                                                                      ->    Anemia (disorder)                                                               	0.8161549645249677  	16.743841158817425  	0.816155116210152   	0.7674115149976931  
Hyperglycemia (disorder)                                                         ->    Anemia (disorder)                                                               	0.8092018458815682  	16.601223733103133  	0.8092034292851871  	0.7604598280727282  
Anemia (disorder)                                                                ->    Hyperglycemia (disorder)                                                        	0.8092018458815682  	16.601223733103133  	0.08021172180137996 	0.07538004655316098 
Anemia (disorder)                                                                ->    Hypertriglyceridemia (disorder)                                                 	0.8069789395356198  	16.555602417523733  	0.17256283556385985 	0.1621396065437424  
Hypertriglyceridemia (disorder)                                                  ->    Anemia (disorder)                                                               	0.8069789395356198  	16.555602417523733  	0.806979682071797   	0.7582360808593381  
Anemia (disorder)                                                                ->    Metabolic syndrome X (disorder)                                                 	0.8067604477359773  	16.55112029072155   	0.16889062728633658 	0.15868644628107764 
Metabolic syndrome X (disorder)                                                  ->    Anemia (disorder)                                                               	0.8067604477359771  	16.551120290721546  	0.8067612070703676  	0.7580176058579087  
Anemia (disorder)                                                                ->    Diabetes                                                                        	0.8005063213853788  	16.42281357685516   	0.1741386490775863  	0.16353518894192468 
Diabetes                                                                         ->    Anemia (disorder)                                                               	0.8005063213853786  	16.422813576855155  	0.8005070757767832  	0.7517634745643242  
